layer,token_type,n_tokens,k_mean,k_std,k_min,k_max,k_abs_max,k_q01,k_q05,k_q50,k_q95,k_q99,v_mean,v_std,v_min,v_max,v_abs_max,v_q01,v_q05,v_q50,v_q95,v_q99,k_norm_mean,k_norm_std,k_norm_min,k_norm_max,k_norm_median,k_norm_q01,k_norm_q05,k_norm_q50,k_norm_q95,k_norm_q99,v_norm_mean,v_norm_std,v_norm_min,v_norm_max,v_norm_median,v_norm_q01,v_norm_q05,v_norm_q50,v_norm_q95,v_norm_q99,kv_norm_ratio
14,all,175,0.11323991724755615,2.3803459779960003,-23.984375,34.0,34.0,-6.0859375,-2.796875,0.014080047607421875,3.021484375,6.5859375,-0.02404171068121546,2.1070930418880924,-157.0,69.0,157.0,-4.375,-2.625,-0.01806640625,2.59375,4.375,76.0469720299031,5.658726446364348,56.027029541592555,86.49653125307465,76.59239870624153,59.67199093649705,65.00592582303442,76.59239870624153,83.91866790737856,85.99810440359904,55.30759928108756,38.57536274583756,11.061254663117511,416.8358861720277,51.11065374627956,39.09189804746259,41.68107382492809,51.11065374627956,63.09075081587563,157.69810943093796,1.374982335490873
14,text,32,0.07631073897209717,2.228703660785122,-23.984375,30.421875,30.421875,-5.2981640625,-2.6340820312499997,-0.0093994140625,2.9375,6.792929687499978,0.013619654742797138,1.6668257099415638,-16.375,14.8125,16.375,-4.1875,-2.546875,0.00109100341796875,2.625,4.4375,71.05062882964035,6.640942664084452,59.14024363425371,83.74619858742268,69.0869603606188,59.56766200526502,61.64322328063378,69.0869603606188,82.3701858766691,83.38494451087841,52.17470203092664,11.089533485099842,11.061254663117511,72.18475684083919,51.047142596955354,19.473972337751842,40.15253212313224,51.047142596955354,69.84353455395058,71.6077862872706,1.3617831259970583
14,vision,143,0.12150378930919732,2.4128979967723296,-21.734375,34.0,34.0,-6.2265625,-2.837890625,0.0217132568359375,3.04296875,6.5625,-0.03246942881805744,2.193459430462002,-157.0,69.0,157.0,-4.4375,-2.640625,-0.0257568359375,2.578125,4.375,77.16503484394791,4.741462759970423,56.027029541592555,86.49653125307465,77.20060600955668,60.76011610199639,69.46908642773185,77.20060600955668,84.23062848189221,86.07294474842877,56.00866719720749,42.31835748901753,39.40560014586402,416.8358861720277,51.11065374627956,40.32815729003168,42.64966064521987,51.11065374627956,59.18929647605762,259.36287651849017,1.377733817022435
15,all,175,-0.05048244304555868,4.188292415253978,-51.875,69.75,69.75,-11.1015625,-3.509765625,-0.009586334228515625,3.333984375,9.047031250000146,0.025563316334903774,2.0606260912990493,-17.375,16.25,17.375,-5.15625,-3.265625,0.0225830078125,3.328125,5.28125,133.54906137361812,11.404132713229489,52.30714724564444,156.9237059899396,134.64243254322895,107.65235783818869,113.85261679783203,134.64243254322895,148.33243590076282,152.62603915963848,65.45474599071866,8.027054222176469,13.886641096698993,90.83506800082434,64.91396751707042,51.24079094868622,56.351339711006844,64.91396751707042,79.0386512534392,88.25164506619257,2.0403266310521633
15,text,32,-0.08173852378604352,3.8768186719700295,-47.3125,62.0,62.0,-10.3853125,-3.32421875,-0.013675689697265625,3.009765625,8.4140625,0.04626493085925176,2.2328848341274856,-17.375,16.25,17.375,-5.53125,-3.515625,0.01935577392578125,3.625,5.8125,122.99090198111594,16.447368552940674,52.30714724564444,142.7770379922763,126.33181082809884,69.45200563902367,107.64228892293673,126.33181082809884,140.2539244683614,142.7275110298058,70.14776944887325,13.671705478211472,13.886641096698993,90.83506800082434,68.53710034572414,27.484302674744658,58.598278628551206,68.53710034572414,88.80944234053521,90.70767370547902,1.7533116583380042
15,vision,143,-0.04348807532740822,4.254840470874709,-51.875,69.75,69.75,-11.19046875,-3.544921875,-0.0074825286865234375,3.400390625,9.234375,0.02093078721057415,2.0200393057521087,-13.8125,14.9375,14.9375,-5.0625,-3.203125,0.0233154296875,3.265625,5.1875,135.91172641249972,8.251949851384051,110.21724874922343,156.9237059899396,136.5323963921261,114.16094051944759,121.30123959853613,136.5323963921261,148.6434876229947,152.87106354454335,64.4045589231596,5.567190496225142,49.8726426456552,79.83585573175286,64.43016568521533,52.07386107404931,56.32419789510234,64.43016568521533,73.90832788525064,78.47737172022187,2.110281146007918
16,all,175,-0.06555591020467026,2.2355108314793637,-35.78125,23.59375,35.78125,-7.3281640625,-3.521484375,-0.0022382736206054688,3.30078125,6.26171875,0.013944928761172508,2.3852420638815044,-22.0,22.375,22.375,-6.125,-3.640625,-0.00246429443359375,3.734375,6.34375,71.5197382225044,2.603199901917816,64.554284918458,77.79381315373853,71.74879295624666,65.53887284556994,66.68270479503656,71.74879295624666,75.73983287516356,76.63382944632406,75.86580393126037,8.396650412858719,22.445697664727085,98.77971192281213,77.03763468209199,58.67170461910099,62.26122327539201,77.03763468209199,87.41166251966298,94.09556676644787,0.9427137724304114
16,text,32,-0.017061881904737675,2.207244703227523,-35.78125,23.59375,35.78125,-7.328125,-3.2004882812499997,0.0008451938629150391,3.2317382812499957,6.552070312499993,0.034337691169639584,2.4879803360957706,-22.0,19.25,22.0,-6.5625,-3.75,0.0157470703125,3.921875,6.5625,70.56969149731773,3.012012054964663,65.34208093502963,75.21961993828248,71.16326014762788,65.42452078944517,65.62437889286079,71.16326014762788,74.99445701674745,75.19300068878964,78.5433159611728,13.067599365357179,22.445697664727085,98.77971192281213,79.56892975682186,36.46557252165058,68.1010766381992,79.56892975682186,94.71336415564049,98.07353598265911,0.8984811837101867
16,vision,143,-0.0764077207333265,2.2416436767804804,-25.0,15.40625,25.0,-7.3308203125,-3.57421875,-0.003734588623046875,3.310546875,6.171875,0.009381513397040015,2.361615669508146,-20.375,22.375,22.375,-6.0,-3.625,-0.008453369140625,3.6875,6.28125,71.73233609107764,2.4527088446764593,64.554284918458,77.79381315373853,71.86066154813355,65.94823646879703,67.75787543444574,71.86066154813355,75.81674979168025,76.88495853142399,75.26664040009116,6.790068051325516,58.23547306556804,89.74357714030192,76.23458156950898,59.183939631309315,62.16661729770226,76.23458156950898,84.61061928316975,87.87580249122372,0.953042884733178
17,all,175,0.003356448683355536,2.855078735710152,-62.875,40.15625,62.875,-7.13671875,-2.73828125,0.0006015300750732422,2.82421875,6.468789062500036,0.07822484010497906,3.886352591516769,-39.75,32.5,39.75,-9.5625,-6.15625,0.0634765625,6.25,9.9375,90.99783451271674,8.155711331129206,65.16509140259163,109.39708915525082,91.64060929396338,67.736424094596,76.42025050492319,91.64060929396338,103.82293038499675,107.35213280021894,123.64648020576904,13.566136447481387,26.136325013445187,158.3667281197825,122.87832980036441,95.060747709656,107.9589807306811,122.87832980036441,143.64354578094594,153.97118354465732,0.7359516774054601
17,text,32,0.041446399392953026,2.673826019147861,-48.5625,36.65625,48.5625,-6.6796875,-2.533203125,0.00806427001953125,2.798828125,6.16015625,0.08775504924778943,4.017173804044334,-25.625,31.28125,31.28125,-10.0625,-6.3384765624999995,0.0546722412109375,6.4375,10.627578124999985,85.20651449261135,7.908147314499465,65.8289896654601,98.32486795114619,87.63160957268818,66.62805003442244,69.8554792568612,87.63160957268818,95.45957390197293,97.55363153745664,126.61316730330051,22.404942706657128,26.136325013445187,158.3667281197825,127.15980128125832,50.87721090748849,110.31674728732563,127.15980128125832,155.0854246331024,158.34940880512153,0.672967245882887
17,vision,143,-0.0051671766502606855,2.894016225808459,-62.875,40.15625,62.875,-7.2578125,-2.787109375,-0.0006060600280761719,2.830078125,6.578125,0.07609220589120332,3.8564670893420723,-39.75,32.5,39.75,-9.4375,-6.09375,0.0654296875,6.21875,9.8125,92.29379423749558,7.630250255592848,65.16509140259163,109.39708915525082,92.5699049853388,72.54823935808908,78.37937595037052,92.5699049853388,104.28001547782243,107.69767284316859,122.98260616995779,10.511046430321953,93.17053079185837,148.31961130006104,121.26558715973461,98.61973869167763,108.18619561724087,121.26558715973461,141.1636758229606,144.32295277845142,0.7504621760084405
18,all,175,0.011840128004883549,2.2035147303354905,-25.6875,29.21875,29.21875,-6.51171875,-3.384765625,-0.0042400360107421875,3.33984375,7.08984375,-0.052346250227918584,3.933099281209922,-30.25,29.0,30.25,-10.25,-6.25,-0.044921875,6.21875,10.0,70.49032392996415,1.807319621944894,64.97437324744412,75.07108780772919,70.58624110164429,65.78133830517436,67.13322443216644,70.58624110164429,73.29716048649782,74.22037469363686,124.82159936520867,16.21439668124195,20.74195181095152,175.62240098196997,124.63812743920768,99.55179105670496,104.40557248563199,124.63812743920768,150.27752431754396,161.0029498152907,0.5647285749297313
18,text,32,0.005771789436039398,2.2120404829083347,-25.6875,29.21875,29.21875,-6.4661328125,-3.2421875,-0.0011439323425292969,3.2649414062499957,7.321601562499993,0.0037832617781532463,4.385700344410828,-28.75,29.0,29.0,-11.25,-7.166406249999998,0.012828826904296875,7.125,11.0,70.73897155617763,2.56711289794824,64.97437324744412,75.07108780772919,71.09746325076638,65.27906122657976,66.526600874965,71.09746325076638,73.64171590688406,74.6782886389842,137.9596530584351,25.751526475298324,20.74195181095152,175.62240098196997,139.68648487069163,48.702546115729916,111.33435558191817,139.68648487069163,162.35608955056117,172.72410930593645,0.5127511557760657
18,vision,143,0.013198077894415107,2.2016000585821622,-16.625,19.90625,19.90625,-6.51171875,-3.40625,-0.0052280426025390625,3.349609375,7.02734375,-0.06490670046703956,3.824378101857792,-30.25,26.875,30.25,-9.9375,-6.0625,-0.06640625,6.0,9.625,70.43468250311915,1.5829453771074065,65.2807015766749,74.41343495393083,70.5495637912063,66.71455044217439,67.65948914221971,70.5495637912063,72.80424698532205,74.01789636917053,121.88161532196918,11.228291505838582,98.26298525222957,147.82314081891207,123.82094715718189,100.09915148276838,103.86650819550577,123.82094715718189,139.67248633651525,146.30366064497463,0.5778942321781264
19,all,175,0.02143199588637799,2.2592024371515698,-27.234375,29.375,29.375,-6.21875,-3.134765625,-0.005672454833984375,3.134765625,7.386757812500036,-0.0345814643720431,5.327230930809003,-37.25,42.0,42.0,-13.5,-8.5625,-0.044952392578125,8.5,13.625,72.23495103539271,3.0122667500049154,62.60789333855153,79.27919355981969,72.5816890798203,65.14661307008811,67.19798482623587,72.5816890798203,76.49240727794057,78.8145360435466,168.9685928282117,22.61269448625222,26.45449223437483,219.98882269824855,171.7171580628228,128.2433845691687,137.2384525541203,171.7171580628228,201.66817837313909,212.7873716876557,0.42750519387252695
19,text,32,0.01676095494258334,2.2028449727097956,-27.234375,29.375,29.375,-6.15359375,-3.1282226562499997,-0.005298614501953125,3.0813476562499957,7.45828124999997,-0.010141321003175108,5.581884971241784,-37.0,32.0,37.0,-14.0,-9.125,-0.0036773681640625,9.0625,13.875,70.45390755666031,2.349718936948042,65.51363910768607,74.8851500655619,70.91257732807136,65.582090756353,66.40148944501777,70.91257732807136,73.77524734382455,74.73393962405564,175.4862185996009,33.31532356837113,26.45449223437483,219.98882269824855,179.2180866780685,61.327168298366644,139.20231301850146,179.2180866780685,211.8616996281631,217.68470761998654,0.40147829338902025
19,vision,143,0.022477263789884485,2.2716211418165493,-18.65625,24.734375,24.734375,-6.234375,-3.13671875,-0.00574493408203125,3.146484375,7.365976562500009,-0.04005058736367789,5.268544787257645,-37.25,42.0,42.0,-13.3125,-8.4375,-0.061767578125,8.3125,13.5,72.63350621944473,3.000006958214707,62.60789333855153,79.27919355981969,72.93225877781504,64.9771218063636,67.49231146303539,72.93225877781504,76.74240531858908,78.82631553023606,167.51010314510367,19.124685790933313,124.87523579478349,213.44534062169907,168.03976399514852,129.4582087730955,135.13822309697625,168.03976399514852,198.40101651998648,209.9853255137544,0.4336067189722091
20,all,175,0.11236089788975992,2.375224315366684,-24.8125,34.09375,34.09375,-6.2109375,-3.0859375,0.005496978759765625,3.3515625,7.699257812500036,-0.008632807821101908,7.227365281386575,-49.5,49.0,49.5,-18.5,-11.625,0.00152587890625,11.5625,18.625,76.01215969032108,3.4886489317873055,65.47728023843696,83.28692420568946,76.44167560673334,67.68980352056005,69.24926153219597,76.44167560673334,80.77439064577149,82.35435283632339,227.69880043195997,40.518846482501196,26.72200615033317,323.0626406449559,222.92492301940285,159.7735479673672,172.29575581414423,222.92492301940285,295.4114567786898,321.7146937983057,0.33382766859606156
20,text,32,0.09324217766334186,2.335980820496783,-24.8125,27.828125,27.828125,-6.30078125,-3.0735351562499997,0.010196685791015625,3.162109375,6.94265624999997,0.11116293096529262,6.845487119698211,-44.5,46.34375,46.34375,-17.25,-10.9375,0.06195068359375,11.0,17.53109374999991,74.70239506685616,4.027987169512106,66.68923522581129,82.07927524320803,74.80266057388042,67.10839221415199,68.36587532301208,74.80266057388042,80.82227703970726,81.81992446589857,215.3123640577441,40.479503622408245,26.72200615033317,261.7042948710916,218.47514383011918,71.3276203349917,177.05660762242678,218.47514383011918,256.4532207532055,261.41521051243114,0.34694893344267913
20,vision,143,0.11663921290546186,2.38389662661156,-21.25,34.09375,34.09375,-6.1953125,-3.087890625,0.0042514801025390625,3.400390625,7.862070312500009,-0.03544024587120418,7.309820655589853,-49.5,49.0,49.5,-18.75,-11.75,-0.0262451171875,11.75,18.875,76.30525387179576,3.285375457166226,65.47728023843696,83.28692420568946,76.7511589479977,68.26527983422261,69.79795480078586,76.7511589479977,80.72594742451619,82.60946687450051,230.47059038982644,40.00593218449348,155.16252490222953,323.0626406449559,228.00835738325918,162.8854648118509,172.48442422493562,228.00835738325918,300.2824531021671,321.88151216748264,0.3310845593909845
21,all,175,0.0004157462014284517,2.3346543453312463,-35.15625,38.03125,38.03125,-6.42578125,-2.76171875,-0.0014729499816894531,2.826171875,6.0703125,-0.2021736246580258,9.591983978999496,-104.5,75.0,104.5,-25.57859375,-15.5625,-0.13775634765625,15.0,24.75,74.53539545461683,5.089260799302107,61.50345141293865,87.78037190464563,74.09685215631742,62.14933863782199,66.69469234230178,74.09685215631742,82.57666918742196,84.60788908432627,302.00388263467016,55.225125091249105,22.24715070658032,421.70569091326433,298.2796052304147,202.9592105676139,222.93545647032323,298.2796052304147,396.4693751685252,411.0839249854634,0.24680277221727392
21,text,32,-0.04637278061272809,2.2857184449028334,-33.8125,38.03125,38.03125,-6.498671874999999,-2.87890625,-0.0019397735595703125,2.73828125,5.981757812499993,-0.12220787563637714,8.496055215900444,-52.0,63.25,63.25,-22.125,-13.630078124999999,-0.054443359375,13.5625,21.625,72.88238211569313,6.3448753457019125,61.50345141293865,87.78037190464563,73.17503716043277,61.667749355908214,62.11958210608088,73.17503716043277,81.05491077851524,85.82366147660754,265.9339193253111,56.654998761729125,22.24715070658032,347.88427254526533,278.49175873543686,78.65591433627594,205.73165413447632,278.49175873543686,332.10180971496663,345.94917297059806,0.2740620011941302
21,vision,143,0.010885906047952993,2.3453374340008533,-35.15625,28.75,35.15625,-6.38671875,-2.732421875,-0.0013713836669921875,2.84765625,6.092539062500009,-0.2200680580055276,9.820405637343297,-104.5,75.0,104.5,-26.0,-16.0,-0.17578125,15.3125,25.375,74.90530053745292,4.683968621231014,63.885339729789465,85.20725813045038,74.18817017087774,66.11753464429137,68.20475647259933,74.18817017087774,82.63212513998978,84.29577790548,310.07548281578545,51.55310769145442,199.39669749250643,421.70569091326433,307.00632907719114,209.10161928151592,226.88353421953352,307.00632907719114,399.4433383355945,412.26970699054914,0.24157118085325643
22,all,175,0.008722775612092976,1.9401663946609347,-22.4375,22.265625,22.4375,-6.046875,-2.70703125,0.0004928112030029297,2.654296875,6.39453125,-0.019400059829931707,10.87445945056997,-96.5,97.0,97.0,-27.25,-17.625,-0.032470703125,17.75,27.625,62.04437617078679,2.2717466370079173,55.74468006231415,70.9257716351391,61.948429183033866,57.19345384411778,58.88370428217707,61.948429183033866,65.86472133501765,67.12339342464693,342.89061310599914,59.31588337966347,25.450775876618565,476.1827882969984,341.02952259125885,222.53849474063375,247.71064940025337,341.02952259125885,424.015149349803,458.86830740985204,0.18094509968870676
22,text,32,-0.020731093194626737,1.9716405087610847,-22.4375,17.0625,22.4375,-6.6457421875,-2.794921875,-0.0006344318389892578,2.576074218749987,6.610664062499993,0.013031721813604236,9.679524328175582,-52.5,82.5,82.5,-23.5,-15.5,-0.0214385986328125,15.9375,25.26031249999994,63.003889688235596,3.4077945861889947,55.74468006231415,70.9257716351391,63.043481585678265,55.96766598178684,57.006158939809055,63.043481585678265,67.36405503326874,70.03760161629621,302.733570090861,65.53157445575758,25.450775876618565,414.36583209955626,304.8659419616735,89.99747936911106,234.93841608018792,304.8659419616735,375.340348765757,402.48805385332423,0.2081166276648008
22,vision,143,0.015313851149261024,1.932991616218125,-14.1953125,22.265625,22.265625,-5.9441015625,-2.69140625,0.0010595321655273438,2.670800781249966,6.362070312500009,-0.026657521456457233,11.124283162467437,-96.5,97.0,97.0,-27.875,-18.0,-0.0390625,18.0,28.125,61.82965985918986,1.8614109060673705,57.45299875213267,66.47179501792445,61.72327743632693,58.14963023963027,58.9565016307361,61.72327743632693,65.32214927578903,66.10010728971153,351.87680454994614,53.88051779612669,221.41980445356523,476.1827882969984,363.18200198559896,225.7081651992231,264.3865825278351,363.18200198559896,431.6847243644935,464.2070951426194,0.17571394038965027
23,all,175,0.010919264180785312,2.697110062797202,-27.1875,34.71875,34.71875,-8.640703125,-3.560546875,-0.00014919042587280273,3.755859375,8.71875,0.24252931596179095,12.11123858538856,-82.5,92.5,92.5,-32.0,-19.25,0.2353515625,19.625,31.5,86.25191591732755,3.1172821288052686,78.52775634291032,94.10795946148131,86.49582804112335,79.00106064077235,81.08557702908256,86.49582804112335,91.74823979455358,92.94164072849618,379.3995504464312,79.49014879431772,26.553504568990487,556.4019607138185,372.19735491537523,240.69805445164064,264.7424380082087,372.19735491537523,511.67760057205555,538.3457598778126,0.2273379497045708
23,text,32,0.027027953668948612,2.728952065869981,-26.453125,31.21875,31.21875,-8.6640625,-3.556640625,0.0030126571655273438,3.5950195312499957,9.015625,0.3444311040948378,10.679099204620108,-66.5,62.25,66.5,-26.854062499999998,-16.75,0.181884765625,17.625,27.75,87.22927307200152,4.2087580994935,78.52775634291032,94.10795946148131,87.6870931063668,78.83343876752839,80.07205582801699,87.6870931063668,92.70490596094443,93.71390723852936,332.8825533219202,78.04409858565079,26.553504568990487,462.99131732809127,339.3183474933495,93.06825047315876,243.87406186390706,339.3183474933495,441.285325250959,457.72842717275137,0.26204218935933493
23,vision,143,0.007314522477140376,2.6899197598528395,-27.1875,34.71875,34.71875,-8.6328125,-3.5625,-0.0009989738464355469,3.79296875,8.65625,0.2197261186173329,12.408991707509244,-82.5,92.5,92.5,-33.0,-19.75,0.259765625,20.0,32.25,86.03320662397392,2.76884421426926,78.7948668498118,93.23996737412475,86.08579957548255,79.08837223895218,81.51263419047972,86.08579957548255,90.36960465146134,91.84171987558409,389.8089484043638,76.00717744043376,239.50509879401568,556.4019607138185,379.04888903451024,247.23263599874213,265.6191316991116,379.04888903451024,514.0762898790834,543.1797513646095,0.22070608429113941
24,all,175,0.0642415485427981,3.139269682262684,-52.4375,36.59375,52.4375,-10.351640625,-3.7109375,0.0010428428649902344,4.0859375,11.5390625,0.11175125567242503,15.4375325868317,-133.0,155.0,155.0,-40.0,-24.625,0.0370635986328125,25.125,40.75,100.32046818525582,5.618199388833983,89.23468893479343,138.0733020901698,100.2040217569035,89.4748253683834,91.71307054469901,100.2040217569035,109.17351648993707,110.73372964629735,482.4325184708498,106.34229380454143,27.08897836769945,732.1884199440323,484.4847578913438,280.7494444998189,317.32342148752326,484.4847578913438,641.75817553021,709.7322319456016,0.20794715186952623
24,text,32,0.08416183615554473,3.1844128299048458,-52.4375,36.125,52.4375,-10.89046875,-3.7610351562499997,0.0072460174560546875,4.2525390624999915,11.333203124999926,-0.09791761161613977,13.71156486964559,-87.0,75.5,87.0,-35.458124999999995,-22.625,-0.0302734375,22.375,34.75,101.64734052403338,7.676463325068553,90.47819476875499,138.0733020901698,101.51647168009231,91.905385436034,95.10217669347402,101.51647168009231,106.60550899122357,128.48987813256937,425.20150025279065,108.3175036304646,27.08897836769945,606.7851941335035,425.79730202805973,107.15747596876177,295.912317484607,425.79730202805973,572.6554967236225,597.3332031511394,0.2390568717739755
24,vision,143,0.05978386180428137,3.1290611788764062,-34.09375,36.59375,36.59375,-10.216328125,-3.6961914062499996,8.401274681091309e-05,4.05859375,11.583515625000018,0.15867016303769826,15.797583522410717,-133.0,155.0,155.0,-40.75,-25.0,0.07470703125,25.75,42.0,100.02354570385103,4.995861029298878,89.23468893479343,112.22699693786299,99.90739559870909,89.43655766930372,91.6680885137481,99.90739559870909,109.19071388108465,110.08492504161227,495.23945961055546,101.57180083892621,267.58595449885223,732.1884199440323,498.04511871076096,296.6708309405888,333.5173432009801,498.04511871076096,645.3536680024571,715.4363120788722,0.20197006470871115
25,all,175,-0.06794703859636295,2.7827752982040965,-34.375,35.09375,35.09375,-10.171875,-3.8028320312499986,-0.004360198974609375,3.4297851562499773,9.046875,-0.14748135874313967,18.738684005713356,-124.5,151.0,151.0,-49.75,-31.125,-0.14453125,30.25,49.5,88.8284180234788,6.627988808333347,73.37015790830075,136.37902190468,88.4128864684299,76.37911637615142,80.06770621530252,88.4128864684299,98.38965924407566,100.82893784196612,582.2650927286894,143.37095767001338,36.47522670218563,949.953008572331,594.7820444604943,283.15802813397096,361.93810779883853,594.7820444604943,807.2723865762615,897.8370426753056,0.15255666041596117
25,text,32,-0.07591781029077538,2.815984083845025,-34.375,35.09375,35.09375,-9.744765625,-4.05078125,-0.009075164794921875,3.373046875,9.17703124999997,-0.11295954318484291,16.289535064146463,-104.9375,83.75,104.9375,-44.0,-26.875,-0.088348388671875,26.375,42.04156249999994,89.61640701854276,9.740748660141083,77.98266487946559,136.37902190468,88.23682010538856,78.6367217332588,80.7136114624519,88.23682010538856,98.93335681166454,125.1480431193751,500.4202510004328,145.97933399034372,36.47522670218563,769.1263625593937,497.4727477531147,113.9245051283905,331.25932407519747,497.4727477531147,740.119508856185,767.3852298528756,0.17908229500981016
25,vision,143,-0.06616336940600491,2.775286416899363,-32.0625,27.546875,32.0625,-10.25,-3.7578125,-0.0035343170166015625,3.447265625,9.015625,-0.1552065202666746,19.24410463590711,-124.5,151.0,151.0,-50.75,-32.0,-0.1796875,31.125,50.75,88.65208482178616,5.688440816493196,73.37015790830075,101.59942737798113,88.72711319283981,75.11863120279527,80.03211237711386,88.72711319283981,98.3201030628881,100.4477722976747,600.5800223462013,136.2054357048618,274.18245261362284,949.953008572331,608.8674793879741,337.39241993032283,362.2509655926026,608.8674793879741,822.7252173371744,899.6069267650223,0.1476107787859169
26,all,175,-0.007130311080254614,2.2032911757859623,-35.1875,26.625,35.1875,-7.58203125,-3.099609375,-0.0025768280029296875,2.9883789062499773,7.867226562500036,-0.37371848724715945,18.580685220629086,-107.125,112.0,112.0,-48.75,-31.125,-0.19140625,29.625,46.5,70.3902617035337,4.0327326045256795,62.962951718053155,100.21103110143322,70.20541647469405,63.28122030965771,65.13511408861164,70.20541647469405,75.8492600162609,78.94891802866401,578.2974825186224,138.71808526308908,40.77182434894645,925.8579323717945,584.7475146605332,299.54548642408633,369.5471213343545,584.7475146605332,805.6306696413708,864.8467084271331,0.12171981347206882
26,text,32,-0.02475740693625994,2.2460605080709795,-35.1875,26.625,35.1875,-7.7499609375,-3.19140625,-3.7848949432373047e-06,2.9125976562499787,7.958320312499993,-0.3533337266817398,15.861755309394397,-107.125,112.0,112.0,-42.8534375,-26.125,-0.1563720703125,24.875,39.52062499999988,71.64100023384677,5.835875105841788,65.54213092576333,100.21103110143322,70.42480679178428,65.76400360142841,66.38781714853677,70.42480679178428,75.865120200337,92.68863447246405,485.2697403342377,149.24707153801685,40.77182434894645,809.0433816746392,467.5373001317962,116.75328259007334,316.1135760254669,467.5373001317962,780.8224759376072,801.6753005993971,0.14763129509064962
26,vision,143,-0.00318578613345622,2.1935868434681867,-18.8125,19.015625,19.015625,-7.5573828125,-3.072265625,-0.00336456298828125,3.001953125,7.838632812500009,-0.3782801119890715,19.136290860842642,-100.5,110.0,110.0,-49.75,-32.25,-0.20751953125,30.625,47.5,70.11037615828882,3.4427525834624997,62.962951718053155,79.03172593448429,70.19497996745763,63.21794262332087,65.12785742953652,70.19497996745763,75.77371397699388,78.70297909368607,599.1148793710721,127.2566793538765,304.34922670553044,925.8579323717945,611.7035720158391,350.5255871616402,386.23735818049806,611.7035720158391,808.6317786877163,868.1968570625268,0.11702325976595342
27,all,175,-0.008717867527157069,3.2786395890277786,-45.25,46.25,46.25,-5.9765625,-2.8515625,-0.0214080810546875,2.458984375,6.2265625,0.09570689584261605,12.156561405344059,-123.0,95.5,123.0,-30.0,-19.375,-0.003265380859375,19.75,31.125,104.58210065768309,8.374190308538301,51.02260808875381,118.9753331639856,104.93631764213892,84.69429937002228,91.81909733631078,104.93631764213892,115.27863993584943,117.80478979924455,378.73972720532896,88.85016335679416,37.58307286946988,730.0480414690745,360.2224925850308,252.59115995804626,273.8975265510826,360.2224925850308,544.4682578228366,670.1556485426426,0.2761318476658912
27,text,32,-0.005705304991352023,3.0007808961029965,-39.15625,40.65625,40.65625,-5.73046875,-2.8625976562499997,-0.0166168212890625,2.5266601562499957,6.266914062499993,-0.18656601651309757,12.269390621072855,-74.125,95.0,95.0,-30.5,-19.875,-0.15234375,19.875,30.5,95.53530334784537,9.686980749595449,51.02260808875381,105.39187575180355,96.97429363939003,60.74477913442186,84.10122998122635,96.97429363939003,104.72148560620846,105.35241832859799,378.9341818668735,102.93388644200236,37.58307286946988,730.0480414690745,363.842308889993,114.69636714652805,299.7584861428992,363.842308889993,523.5828548365661,672.33754518195,0.25211582359019985
27,vision,143,-0.009392007395309246,3.337651560277556,-45.25,46.25,46.25,-6.0234375,-2.8485351562499996,-0.0225677490234375,2.4453125,6.203125,0.15887286224389463,12.130269851634448,-123.0,95.5,123.0,-29.875,-19.25,0.04296875,19.75,31.25,106.60655879694744,6.512136104392593,87.96070946494532,118.9753331639856,106.80734253397839,88.8994066344628,95.81643832417744,106.80734253397839,115.64629778756742,117.8671183668324,378.69621287547295,85.38099383258323,248.21572624065126,676.9890767139634,360.2224925850308,254.23086312717544,273.3697340198833,360.2224925850308,545.5143572597954,661.0724245345476,0.2815094399478533
